1000
[92106429, 0, 6, 12, 14]
select error on 92106803 : [92106803, 8, 10, 14, 10] , correct: [92106803, 8, 10, 14, 0]
rid returned from rid is [9223372036854738304]
select error on 92106804 : [92106804, 15, 7, 20, 11] , correct: [92106804, 15, 7, 20, 18]
rid returned from rid is [9223372036854738300]
select error on 92106805 : [92106805, 7, 6, 4, 15] , correct: [92106805, 7, 6, 4, 11]
rid returned from rid is [9223372036854738296]
select error on 92106806 : [92106806, 1, 10, 3, 1] , correct: [92106806, 1, 10, 3, 17]
rid returned from rid is [9223372036854738292]
select error on 92106807 : [92106807, 12, 8, 11, 18] , correct: [92106807, 12, 8, 11, 15]
rid returned from rid is [9223372036854738288]
select error on 92106808 : [92106808, 17, 10, 2, 14] , correct: [92106808, 17, 10, 2, 13]
rid returned from rid is [9223372036854738284]
select error on 92106809 : [92106809, 15, 7, 11, 14] , correct: [92106809, 15, 7, 11, 2]
rid returned from rid is [9223372036854738280]
select error on 92106810 : [92106810, 1, 20, 12, 10] , correct: [92106810, 1, 20, 12, 5]
rid returned from rid is [9223372036854738276]
select error on 92106811 : [92106811, 8, 3, 11, 12] , correct: [92106811, 8, 3, 11, 14]
rid returned from rid is [9223372036854738272]
rid returned from rid is [9223372036854738268]
select error on 92106813 : [92106813, 14, 2, 17, 16] , correct: [92106813, 14, 2, 17, 19]
rid returned from rid is [9223372036854738264]
select error on 92106814 : [92106814, 13, 3, 13, 1] , correct: [92106814, 13, 3, 13, 15]
rid returned from rid is [9223372036854738260]
rid returned from rid is [9223372036854738256]
select error on 92106816 : [92106816, 8, 2, 1, 8] , correct: [92106816, 8, 2, 1, 1]
rid returned from rid is [9223372036854738252]
select error on 92106817 : [92106817, 15, 3, 10, 19] , correct: [92106817, 15, 3, 10, 14]
rid returned from rid is [9223372036854738248]
select error on 92106818 : [92106818, 5, 18, 14, 14] , correct: [92106818, 5, 18, 14, 5]
rid returned from rid is [9223372036854738244]
select error on 92106819 : [92106819, 3, 19, 11, 19] , correct: [92106819, 3, 19, 11, 13]
rid returned from rid is [9223372036854738240]
select error on 92106820 : [92106820, 12, 5, 18, 20] , correct: [92106820, 12, 5, 18, 7]
rid returned from rid is [9223372036854738236]
select error on 92106821 : [92106821, 11, 3, 14, 4] , correct: [92106821, 11, 3, 14, 10]
rid returned from rid is [9223372036854738232]
select error on 92106822 : [92106822, 16, 14, 11, 0] , correct: [92106822, 16, 14, 11, 9]
rid returned from rid is [9223372036854738228]
select error on 92106823 : [92106823, 7, 14, 5, 19] , correct: [92106823, 7, 14, 5, 14]
rid returned from rid is [9223372036854738224]
select error on 92106824 : [92106824, 17, 7, 16, 20] , correct: [92106824, 17, 7, 16, 7]
rid returned from rid is [9223372036854738220]
select error on 92106825 : [92106825, 4, 18, 3, 15] , correct: [92106825, 4, 18, 3, 6]
rid returned from rid is [9223372036854738216]
rid returned from rid is [9223372036854738212]
select error on 92106827 : [92106827, 18, 6, 2, 18] , correct: [92106827, 18, 6, 2, 10]
rid returned from rid is [9223372036854738208]
select error on 92106828 : [92106828, 12, 8, 13, 17] , correct: [92106828, 12, 8, 13, 19]
rid returned from rid is [9223372036854738204]
select error on 92106829 : [92106829, 5, 16, 15, 14] , correct: [92106829, 5, 16, 15, 1]
rid returned from rid is [9223372036854738200]
select error on 92106830 : [92106830, 11, 13, 19, 7] , correct: [92106830, 11, 13, 19, 12]
rid returned from rid is [9223372036854738196]
select error on 92106831 : [92106831, 5, 5, 1, 14] , correct: [92106831, 5, 5, 1, 4]
rid returned from rid is [9223372036854738192]
select error on 92106832 : [92106832, 17, 7, 20, 0] , correct: [92106832, 17, 7, 20, 17]
rid returned from rid is [9223372036854738188]
select error on 92106833 : [92106833, 1, 1, 2, 19] , correct: [92106833, 1, 1, 2, 14]
rid returned from rid is [9223372036854738184]
select error on 92106834 : [92106834, 0, 17, 15, 5] , correct: [92106834, 0, 17, 15, 9]
rid returned from rid is [9223372036854738180]
select error on 92106835 : [92106835, 4, 7, 10, 9] , correct: [92106835, 4, 7, 10, 3]
rid returned from rid is [9223372036854738176]
select error on 92106836 : [92106836, 11, 16, 16, 19] , correct: [92106836, 11, 16, 16, 14]
rid returned from rid is [9223372036854738172]
select error on 92106837 : [92106837, 7, 2, 20, 2] , correct: [92106837, 7, 2, 20, 15]
rid returned from rid is [9223372036854738168]
select error on 92106838 : [92106838, 17, 4, 18, 7] , correct: [92106838, 17, 4, 18, 6]
rid returned from rid is [9223372036854738164]
select error on 92106839 : [92106839, 12, 20, 6, 1] , correct: [92106839, 12, 20, 6, 7]
rid returned from rid is [9223372036854738160]
select error on 92106840 : [92106840, 11, 6, 4, 16] , correct: [92106840, 11, 6, 4, 3]
rid returned from rid is [9223372036854738156]
select error on 92106841 : [92106841, 8, 3, 3, 11] , correct: [92106841, 8, 3, 3, 6]
rid returned from rid is [9223372036854738152]
select error on 92106842 : [92106842, 18, 14, 9, 7] , correct: [92106842, 18, 14, 9, 13]
rid returned from rid is [9223372036854738148]
select error on 92106843 : [92106843, 6, 20, 16, 2] , correct: [92106843, 6, 20, 16, 12]
rid returned from rid is [9223372036854738144]
select error on 92106844 : [92106844, 19, 15, 2, 18] , correct: [92106844, 19, 15, 2, 4]
rid returned from rid is [9223372036854738140]
select error on 92106845 : [92106845, 18, 13, 20, 13] , correct: [92106845, 18, 13, 20, 14]
rid returned from rid is [9223372036854738136]
select error on 92106846 : [92106846, 5, 1, 11, 18] , correct: [92106846, 5, 1, 11, 15]
rid returned from rid is [9223372036854738132]
select error on 92106847 : [92106847, 10, 1, 11, 1] , correct: [92106847, 10, 1, 11, 4]
rid returned from rid is [9223372036854738128]
select error on 92106848 : [92106848, 9, 20, 13, 19] , correct: [92106848, 9, 20, 13, 8]
rid returned from rid is [9223372036854738124]
select error on 92106849 : [92106849, 2, 13, 20, 2] , correct: [92106849, 2, 13, 20, 9]
rid returned from rid is [9223372036854738120]
select error on 92106850 : [92106850, 4, 11, 1, 0] , correct: [92106850, 4, 11, 1, 18]
rid returned from rid is [9223372036854738116]
select error on 92106851 : [92106851, 14, 12, 5, 1] , correct: [92106851, 14, 12, 5, 18]
rid returned from rid is [9223372036854738112]
select error on 92106852 : [92106852, 18, 14, 20, 8] , correct: [92106852, 18, 14, 20, 0]
rid returned from rid is [9223372036854738108]
select error on 92106853 : [92106853, 12, 13, 0, 18] , correct: [92106853, 12, 13, 0, 0]
rid returned from rid is [9223372036854738104]
select error on 92106854 : [92106854, 20, 5, 13, 16] , correct: [92106854, 20, 5, 13, 7]
rid returned from rid is [9223372036854738100]
select error on 92106855 : [92106855, 6, 8, 16, 13] , correct: [92106855, 6, 8, 16, 11]
rid returned from rid is [9223372036854738096]
select error on 92106856 : [92106856, 6, 8, 4, 3] , correct: [92106856, 6, 8, 4, 2]
rid returned from rid is [9223372036854738092]
select error on 92106857 : [92106857, 16, 6, 1, 11] , correct: [92106857, 16, 6, 1, 19]
rid returned from rid is [9223372036854738088]
select error on 92106858 : [92106858, 4, 4, 18, 2] , correct: [92106858, 4, 4, 18, 8]
rid returned from rid is [9223372036854738084]
select error on 92106859 : [92106859, 4, 15, 19, 14] , correct: [92106859, 4, 15, 19, 19]
rid returned from rid is [9223372036854738080]
select error on 92106860 : [92106860, 10, 5, 19, 8] , correct: [92106860, 10, 5, 19, 11]
rid returned from rid is [9223372036854738076]
select error on 92106861 : [92106861, 6, 16, 0, 14] , correct: [92106861, 6, 16, 0, 5]
rid returned from rid is [9223372036854738072]
select error on 92106862 : [92106862, 12, 11, 2, 5] , correct: [92106862, 12, 11, 2, 17]
rid returned from rid is [9223372036854738068]
rid returned from rid is [9223372036854738064]
select error on 92106864 : [92106864, 10, 1, 15, 16] , correct: [92106864, 10, 1, 15, 10]
rid returned from rid is [9223372036854738060]
select error on 92106865 : [92106865, 17, 19, 1, 0] , correct: [92106865, 17, 19, 1, 13]
rid returned from rid is [9223372036854738056]
select error on 92106866 : [92106866, 13, 5, 12, 20] , correct: [92106866, 13, 5, 12, 6]
rid returned from rid is [9223372036854738052]
select error on 92106867 : [92106867, 11, 1, 4, 14] , correct: [92106867, 11, 1, 4, 17]
rid returned from rid is [9223372036854738048]
select error on 92106868 : [92106868, 10, 7, 7, 7] , correct: [92106868, 10, 7, 7, 0]
rid returned from rid is [9223372036854738044]
select error on 92106869 : [92106869, 17, 10, 18, 7] , correct: [92106869, 17, 10, 18, 6]
rid returned from rid is [9223372036854738040]
select error on 92106870 : [92106870, 10, 8, 17, 16] , correct: [92106870, 10, 8, 17, 10]
rid returned from rid is [9223372036854738036]
rid returned from rid is [9223372036854738032]
rid returned from rid is [9223372036854738028]
select error on 92106873 : [92106873, 0, 0, 9, 9] , correct: [92106873, 0, 0, 9, 20]
rid returned from rid is [9223372036854738024]
select error on 92106874 : [92106874, 4, 16, 5, 7] , correct: [92106874, 4, 16, 5, 3]
rid returned from rid is [9223372036854738020]
select error on 92106875 : [92106875, 12, 10, 13, 12] , correct: [92106875, 12, 10, 13, 11]
rid returned from rid is [9223372036854738016]
select error on 92106876 : [92106876, 10, 14, 17, 17] , correct: [92106876, 10, 14, 17, 12]
rid returned from rid is [9223372036854738012]
select error on 92106877 : [92106877, 11, 3, 11, 12] , correct: [92106877, 11, 3, 11, 20]
rid returned from rid is [9223372036854738008]
select error on 92106878 : [92106878, 13, 20, 0, 8] , correct: [92106878, 13, 20, 0, 10]
rid returned from rid is [9223372036854738004]
select error on 92106879 : [92106879, 4, 6, 9, 6] , correct: [92106879, 4, 6, 9, 1]
rid returned from rid is [9223372036854738000]
select error on 92106880 : [92106880, 16, 20, 4, 20] , correct: [92106880, 16, 20, 4, 13]
rid returned from rid is [9223372036854737996]
select error on 92106881 : [92106881, 3, 1, 2, 16] , correct: [92106881, 3, 1, 2, 5]
rid returned from rid is [9223372036854737992]
select error on 92106882 : [92106882, 5, 4, 20, 4] , correct: [92106882, 5, 4, 20, 10]
rid returned from rid is [9223372036854737988]
select error on 92106883 : [92106883, 7, 0, 19, 9] , correct: [92106883, 7, 0, 19, 18]
rid returned from rid is [9223372036854737984]
select error on 92106884 : [92106884, 12, 9, 19, 4] , correct: [92106884, 12, 9, 19, 0]
rid returned from rid is [9223372036854737980]
select error on 92106885 : [92106885, 18, 14, 14, 14] , correct: [92106885, 18, 14, 14, 8]
rid returned from rid is [9223372036854737976]
select error on 92106886 : [92106886, 7, 19, 2, 1] , correct: [92106886, 7, 19, 2, 17]
rid returned from rid is [9223372036854737972]
select error on 92106887 : [92106887, 17, 3, 9, 8] , correct: [92106887, 17, 3, 9, 15]
rid returned from rid is [9223372036854737968]
select error on 92106888 : [92106888, 10, 3, 18, 18] , correct: [92106888, 10, 3, 18, 11]
rid returned from rid is [9223372036854737964]
select error on 92106889 : [92106889, 12, 4, 20, 3] , correct: [92106889, 12, 4, 20, 20]
rid returned from rid is [9223372036854737960]
select error on 92106890 : [92106890, 14, 5, 14, 8] , correct: [92106890, 14, 5, 14, 20]
rid returned from rid is [9223372036854737956]
select error on 92106891 : [92106891, 5, 17, 8, 20] , correct: [92106891, 5, 17, 8, 12]
rid returned from rid is [9223372036854737952]
select error on 92106892 : [92106892, 1, 13, 20, 20] , correct: [92106892, 1, 13, 20, 19]
rid returned from rid is [9223372036854737948]
select error on 92106893 : [92106893, 2, 15, 14, 0] , correct: [92106893, 2, 15, 14, 19]
rid returned from rid is [9223372036854737944]
select error on 92106894 : [92106894, 8, 14, 12, 19] , correct: [92106894, 8, 14, 12, 2]
rid returned from rid is [9223372036854737940]
select error on 92106895 : [92106895, 16, 18, 20, 13] , correct: [92106895, 16, 18, 20, 2]
rid returned from rid is [9223372036854737936]
select error on 92106896 : [92106896, 11, 13, 13, 6] , correct: [92106896, 11, 13, 13, 17]
rid returned from rid is [9223372036854737932]
select error on 92106897 : [92106897, 0, 13, 0, 6] , correct: [92106897, 0, 13, 0, 10]
rid returned from rid is [9223372036854737928]
rid returned from rid is [9223372036854737924]
select error on 92106899 : [92106899, 15, 0, 10, 10] , correct: [92106899, 15, 0, 10, 9]
rid returned from rid is [9223372036854737920]
select error on 92106900 : [92106900, 20, 16, 3, 9] , correct: [92106900, 20, 16, 3, 20]
rid returned from rid is [9223372036854737916]
select error on 92106901 : [92106901, 2, 1, 5, 10] , correct: [92106901, 2, 1, 5, 3]
rid returned from rid is [9223372036854737912]
select error on 92106902 : [92106902, 19, 0, 2, 1] , correct: [92106902, 19, 0, 2, 12]
rid returned from rid is [9223372036854737908]
select error on 92106903 : [92106903, 2, 15, 18, 4] , correct: [92106903, 2, 15, 18, 18]
rid returned from rid is [9223372036854737904]
rid returned from rid is [9223372036854737900]
select error on 92106905 : [92106905, 9, 4, 11, 20] , correct: [92106905, 9, 4, 11, 12]
rid returned from rid is [9223372036854737896]
select error on 92106906 : [92106906, 10, 10, 2, 12] , correct: [92106906, 10, 10, 2, 13]
rid returned from rid is [9223372036854737892]
select error on 92106907 : [92106907, 3, 9, 4, 19] , correct: [92106907, 3, 9, 4, 2]
rid returned from rid is [9223372036854737888]
select error on 92106908 : [92106908, 3, 2, 20, 5] , correct: [92106908, 3, 2, 20, 20]
rid returned from rid is [9223372036854737884]
select error on 92106909 : [92106909, 6, 9, 17, 18] , correct: [92106909, 6, 9, 17, 11]
rid returned from rid is [9223372036854737880]
select error on 92106910 : [92106910, 18, 3, 11, 0] , correct: [92106910, 18, 3, 11, 8]
rid returned from rid is [9223372036854737876]
select error on 92106911 : [92106911, 13, 11, 18, 13] , correct: [92106911, 13, 11, 18, 2]
rid returned from rid is [9223372036854737872]
select error on 92106912 : [92106912, 10, 0, 19, 8] , correct: [92106912, 10, 0, 19, 16]
rid returned from rid is [9223372036854737868]
select error on 92106913 : [92106913, 13, 20, 9, 0] , correct: [92106913, 13, 20, 9, 9]
rid returned from rid is [9223372036854737864]
select error on 92106914 : [92106914, 18, 15, 20, 4] , correct: [92106914, 18, 15, 20, 13]
rid returned from rid is [9223372036854737860]
select error on 92106915 : [92106915, 3, 7, 15, 6] , correct: [92106915, 3, 7, 15, 0]
rid returned from rid is [9223372036854737856]
select error on 92106916 : [92106916, 0, 15, 1, 16] , correct: [92106916, 0, 15, 1, 12]
rid returned from rid is [9223372036854737852]
select error on 92106917 : [92106917, 16, 10, 10, 12] , correct: [92106917, 16, 10, 10, 18]
rid returned from rid is [9223372036854737848]
select error on 92106918 : [92106918, 16, 3, 15, 8] , correct: [92106918, 16, 3, 15, 17]
rid returned from rid is [9223372036854737844]
select error on 92106919 : [92106919, 18, 9, 0, 19] , correct: [92106919, 18, 9, 0, 10]
rid returned from rid is [9223372036854737840]
select error on 92106920 : [92106920, 7, 8, 2, 17] , correct: [92106920, 7, 8, 2, 5]
rid returned from rid is [9223372036854737836]
select error on 92106921 : [92106921, 5, 6, 6, 19] , correct: [92106921, 5, 6, 6, 4]
rid returned from rid is [9223372036854737832]
select error on 92106922 : [92106922, 5, 2, 10, 20] , correct: [92106922, 5, 2, 10, 18]
rid returned from rid is [9223372036854737828]
select error on 92106923 : [92106923, 2, 11, 14, 11] , correct: [92106923, 2, 11, 14, 0]
rid returned from rid is [9223372036854737824]
select error on 92106924 : [92106924, 10, 7, 10, 19] , correct: [92106924, 10, 7, 10, 16]
rid returned from rid is [9223372036854737820]
select error on 92106925 : [92106925, 5, 4, 14, 9] , correct: [92106925, 5, 4, 14, 11]
rid returned from rid is [9223372036854737816]
select error on 92106926 : [92106926, 14, 14, 7, 20] , correct: [92106926, 14, 14, 7, 18]
rid returned from rid is [9223372036854737812]
select error on 92106927 : [92106927, 19, 7, 2, 19] , correct: [92106927, 19, 7, 2, 7]
rid returned from rid is [9223372036854737808]
select error on 92106928 : [92106928, 7, 11, 20, 8] , correct: [92106928, 7, 11, 20, 9]
rid returned from rid is [9223372036854737804]
select error on 92106929 : [92106929, 11, 15, 9, 18] , correct: [92106929, 11, 15, 9, 2]
rid returned from rid is [9223372036854737800]
select error on 92106930 : [92106930, 0, 9, 3, 8] , correct: [92106930, 0, 9, 3, 17]
rid returned from rid is [9223372036854737796]
select error on 92106931 : [92106931, 8, 0, 11, 7] , correct: [92106931, 8, 0, 11, 12]
rid returned from rid is [9223372036854737792]
select error on 92106932 : [92106932, 1, 20, 19, 18] , correct: [92106932, 1, 20, 19, 9]
rid returned from rid is [9223372036854737788]
select error on 92106933 : [92106933, 18, 12, 4, 17] , correct: [92106933, 18, 12, 4, 7]
rid returned from rid is [9223372036854737784]
select error on 92106934 : [92106934, 11, 14, 15, 7] , correct: [92106934, 11, 14, 15, 6]
rid returned from rid is [9223372036854737780]
select error on 92106935 : [92106935, 4, 14, 20, 4] , correct: [92106935, 4, 14, 20, 0]
rid returned from rid is [9223372036854737776]
select error on 92106936 : [92106936, 9, 8, 19, 13] , correct: [92106936, 9, 8, 19, 2]
rid returned from rid is [9223372036854737772]
select error on 92106937 : [92106937, 19, 9, 16, 18] , correct: [92106937, 19, 9, 16, 2]
rid returned from rid is [9223372036854737768]
select error on 92106938 : [92106938, 6, 18, 9, 7] , correct: [92106938, 6, 18, 9, 19]
rid returned from rid is [9223372036854737764]
rid returned from rid is [9223372036854737760]
select error on 92106940 : [92106940, 14, 13, 18, 19] , correct: [92106940, 14, 13, 18, 20]
rid returned from rid is [9223372036854737756]
select error on 92106941 : [92106941, 0, 19, 5, 1] , correct: [92106941, 0, 19, 5, 20]
rid returned from rid is [9223372036854737752]
select error on 92106942 : [92106942, 17, 2, 18, 18] , correct: [92106942, 17, 2, 18, 9]
rid returned from rid is [9223372036854737748]
rid returned from rid is [9223372036854737744]
select error on 92106944 : [92106944, 7, 19, 18, 12] , correct: [92106944, 7, 19, 18, 17]
rid returned from rid is [9223372036854737740]
select error on 92106945 : [92106945, 0, 11, 5, 13] , correct: [92106945, 0, 11, 5, 7]
rid returned from rid is [9223372036854737736]
select error on 92106946 : [92106946, 1, 10, 19, 3] , correct: [92106946, 1, 10, 19, 13]
rid returned from rid is [9223372036854737732]
select error on 92106947 : [92106947, 12, 9, 7, 6] , correct: [92106947, 12, 9, 7, 2]
rid returned from rid is [9223372036854737728]
select error on 92106948 : [92106948, 11, 4, 4, 6] , correct: [92106948, 11, 4, 4, 17]
rid returned from rid is [9223372036854737724]
select error on 92106949 : [92106949, 20, 10, 19, 18] , correct: [92106949, 20, 10, 19, 0]
rid returned from rid is [9223372036854737720]
select error on 92106950 : [92106950, 13, 5, 12, 11] , correct: [92106950, 13, 5, 12, 14]
rid returned from rid is [9223372036854737716]
select error on 92106951 : [92106951, 10, 13, 15, 6] , correct: [92106951, 10, 13, 15, 4]
rid returned from rid is [9223372036854737712]
select error on 92106952 : [92106952, 5, 13, 10, 9] , correct: [92106952, 5, 13, 10, 1]
rid returned from rid is [9223372036854737708]
select error on 92106953 : [92106953, 1, 9, 13, 1] , correct: [92106953, 1, 9, 13, 11]
rid returned from rid is [9223372036854737704]
select error on 92106954 : [92106954, 20, 3, 12, 8] , correct: [92106954, 20, 3, 12, 1]
rid returned from rid is [9223372036854737700]
select error on 92106955 : [92106955, 17, 7, 7, 20] , correct: [92106955, 17, 7, 7, 13]
rid returned from rid is [9223372036854737696]
select error on 92106956 : [92106956, 17, 15, 12, 16] , correct: [92106956, 17, 15, 12, 18]
rid returned from rid is [9223372036854737692]
select error on 92106957 : [92106957, 18, 11, 1, 5] , correct: [92106957, 18, 11, 1, 6]
rid returned from rid is [9223372036854737688]
select error on 92106958 : [92106958, 16, 20, 3, 11] , correct: [92106958, 16, 20, 3, 19]
rid returned from rid is [9223372036854737684]
select error on 92106959 : [92106959, 4, 6, 11, 15] , correct: [92106959, 4, 6, 11, 7]
rid returned from rid is [9223372036854737680]
select error on 92106960 : [92106960, 10, 14, 16, 11] , correct: [92106960, 10, 14, 16, 2]
rid returned from rid is [9223372036854737676]
select error on 92106961 : [92106961, 20, 7, 12, 15] , correct: [92106961, 20, 7, 12, 17]
rid returned from rid is [9223372036854737672]
select error on 92106962 : [92106962, 18, 16, 5, 9] , correct: [92106962, 18, 16, 5, 10]
rid returned from rid is [9223372036854737668]
select error on 92106963 : [92106963, 14, 4, 0, 11] , correct: [92106963, 14, 4, 0, 1]
rid returned from rid is [9223372036854737664]
select error on 92106964 : [92106964, 9, 1, 20, 6] , correct: [92106964, 9, 1, 20, 8]
rid returned from rid is [9223372036854737660]
select error on 92106965 : [92106965, 6, 3, 16, 9] , correct: [92106965, 6, 3, 16, 18]
rid returned from rid is [9223372036854737656]
select error on 92106966 : [92106966, 17, 11, 14, 17] , correct: [92106966, 17, 11, 14, 8]
rid returned from rid is [9223372036854737652]
select error on 92106967 : [92106967, 7, 2, 18, 2] , correct: [92106967, 7, 2, 18, 12]
rid returned from rid is [9223372036854737648]
select error on 92106968 : [92106968, 2, 10, 17, 13] , correct: [92106968, 2, 10, 17, 9]
rid returned from rid is [9223372036854737644]
select error on 92106969 : [92106969, 7, 15, 1, 2] , correct: [92106969, 7, 15, 1, 1]
rid returned from rid is [9223372036854737640]
select error on 92106970 : [92106970, 0, 19, 17, 3] , correct: [92106970, 0, 19, 17, 9]
rid returned from rid is [9223372036854737636]
select error on 92106971 : [92106971, 5, 10, 14, 5] , correct: [92106971, 5, 10, 14, 13]
rid returned from rid is [9223372036854737632]
select error on 92106972 : [92106972, 9, 3, 6, 17] , correct: [92106972, 9, 3, 6, 5]
rid returned from rid is [9223372036854737628]
select error on 92106973 : [92106973, 1, 7, 4, 5] , correct: [92106973, 1, 7, 4, 4]
rid returned from rid is [9223372036854737624]
select error on 92106974 : [92106974, 17, 9, 17, 5] , correct: [92106974, 17, 9, 17, 3]
rid returned from rid is [9223372036854737620]
select error on 92106975 : [92106975, 19, 1, 6, 11] , correct: [92106975, 19, 1, 6, 12]
rid returned from rid is [9223372036854737616]
select error on 92106976 : [92106976, 1, 19, 19, 14] , correct: [92106976, 1, 19, 19, 2]
rid returned from rid is [9223372036854737612]
select error on 92106977 : [92106977, 16, 15, 7, 5] , correct: [92106977, 16, 15, 7, 15]
rid returned from rid is [9223372036854737608]
select error on 92106978 : [92106978, 10, 18, 18, 15] , correct: [92106978, 10, 18, 18, 7]
rid returned from rid is [9223372036854737604]
select error on 92106979 : [92106979, 18, 18, 11, 6] , correct: [92106979, 18, 18, 11, 11]
rid returned from rid is [9223372036854737600]
rid returned from rid is [9223372036854737596]
select error on 92106981 : [92106981, 4, 0, 8, 15] , correct: [92106981, 4, 0, 8, 19]
rid returned from rid is [9223372036854737592]
select error on 92106982 : [92106982, 1, 12, 6, 9] , correct: [92106982, 1, 12, 6, 18]
rid returned from rid is [9223372036854737588]
select error on 92106983 : [92106983, 3, 20, 15, 18] , correct: [92106983, 3, 20, 15, 14]
rid returned from rid is [9223372036854737584]
select error on 92106984 : [92106984, 16, 17, 14, 19] , correct: [92106984, 16, 17, 14, 5]
rid returned from rid is [9223372036854737580]
select error on 92106985 : [92106985, 17, 4, 16, 9] , correct: [92106985, 17, 4, 16, 14]
rid returned from rid is [9223372036854737576]
select error on 92106986 : [92106986, 3, 18, 10, 11] , correct: [92106986, 3, 18, 10, 17]
rid returned from rid is [9223372036854737572]
select error on 92106987 : [92106987, 14, 3, 16, 4] , correct: [92106987, 14, 3, 16, 5]
rid returned from rid is [9223372036854737568]
select error on 92106988 : [92106988, 20, 3, 18, 4] , correct: [92106988, 20, 3, 18, 6]
rid returned from rid is [9223372036854737564]
select error on 92106989 : [92106989, 2, 18, 1, 3] , correct: [92106989, 2, 18, 1, 18]
rid returned from rid is [9223372036854737560]
select error on 92106990 : [92106990, 0, 10, 20, 18] , correct: [92106990, 0, 10, 20, 1]
rid returned from rid is [9223372036854737556]
select error on 92106991 : [92106991, 10, 12, 2, 4] , correct: [92106991, 10, 12, 2, 6]
rid returned from rid is [9223372036854737552]
select error on 92106992 : [92106992, 8, 13, 15, 19] , correct: [92106992, 8, 13, 15, 9]
rid returned from rid is [9223372036854737548]
select error on 92106993 : [92106993, 8, 1, 0, 2] , correct: [92106993, 8, 1, 0, 14]
rid returned from rid is [9223372036854737544]
select error on 92106994 : [92106994, 18, 11, 20, 0] , correct: [92106994, 18, 11, 20, 19]
rid returned from rid is [9223372036854737540]
select error on 92106995 : [92106995, 4, 18, 16, 1] , correct: [92106995, 4, 18, 16, 3]
rid returned from rid is [9223372036854737536]
select error on 92106996 : [92106996, 15, 12, 14, 9] , correct: [92106996, 15, 12, 14, 10]
rid returned from rid is [9223372036854737532]
select error on 92106997 : [92106997, 5, 10, 10, 1] , correct: [92106997, 5, 10, 10, 10]
rid returned from rid is [9223372036854737528]
select error on 92106998 : [92106998, 1, 1, 7, 9] , correct: [92106998, 1, 1, 7, 17]
rid returned from rid is [9223372036854737524]
select error on 92106999 : [92106999, 3, 20, 9, 0] , correct: [92106999, 3, 20, 9, 19]
rid returned from rid is [9223372036854737520]
select error on 92107000 : [92107000, 19, 8, 14, 2] , correct: [92107000, 19, 8, 14, 12]
rid returned from rid is [9223372036854737516]
select error on 92107001 : [92107001, 3, 12, 13, 14] , correct: [92107001, 3, 12, 13, 15]
rid returned from rid is [9223372036854737512]
select error on 92107002 : [92107002, 9, 5, 12, 12] , correct: [92107002, 9, 5, 12, 7]
rid returned from rid is [9223372036854737508]
select error on 92107003 : [92107003, 4, 8, 4, 19] , correct: [92107003, 4, 8, 4, 12]
rid returned from rid is [9223372036854737504]
select error on 92107004 : [92107004, 17, 0, 20, 15] , correct: [92107004, 17, 0, 20, 5]
rid returned from rid is [9223372036854737500]
select error on 92107005 : [92107005, 7, 15, 12, 11] , correct: [92107005, 7, 15, 12, 4]
rid returned from rid is [9223372036854737496]
select error on 92107006 : [92107006, 0, 9, 10, 20] , correct: [92107006, 0, 9, 10, 19]
rid returned from rid is [9223372036854737492]
select error on 92107007 : [92107007, 1, 3, 9, 6] , correct: [92107007, 1, 3, 9, 3]
rid returned from rid is [9223372036854737488]
select error on 92107008 : [92107008, 9, 13, 7, 11] , correct: [92107008, 9, 13, 7, 18]
rid returned from rid is [9223372036854737484]
rid returned from rid is [9223372036854737480]
select error on 92107010 : [92107010, 20, 3, 8, 17] , correct: [92107010, 20, 3, 8, 12]
rid returned from rid is [9223372036854737476]
select error on 92107011 : [92107011, 12, 12, 19, 5] , correct: [92107011, 12, 12, 19, 3]
rid returned from rid is [9223372036854737472]
select error on 92107012 : [92107012, 18, 19, 20, 19] , correct: [92107012, 18, 19, 20, 14]
rid returned from rid is [9223372036854737468]
select error on 92107013 : [92107013, 7, 15, 17, 2] , correct: [92107013, 7, 15, 17, 16]
rid returned from rid is [9223372036854737464]
select error on 92107014 : [92107014, 4, 14, 0, 12] , correct: [92107014, 4, 14, 0, 2]
rid returned from rid is [9223372036854737460]
select error on 92107015 : [92107015, 14, 13, 2, 3] , correct: [92107015, 14, 13, 2, 11]
rid returned from rid is [9223372036854737456]
select error on 92107016 : [92107016, 12, 18, 9, 3] , correct: [92107016, 12, 18, 9, 13]
rid returned from rid is [9223372036854737452]
select error on 92107017 : [92107017, 14, 7, 12, 1] , correct: [92107017, 14, 7, 12, 0]
rid returned from rid is [9223372036854737448]
select error on 92107018 : [92107018, 2, 2, 1, 12] , correct: [92107018, 2, 2, 1, 16]
rid returned from rid is [9223372036854737444]
select error on 92107019 : [92107019, 15, 15, 20, 20] , correct: [92107019, 15, 15, 20, 17]
rid returned from rid is [9223372036854737440]
select error on 92107020 : [92107020, 16, 8, 5, 3] , correct: [92107020, 16, 8, 5, 13]
rid returned from rid is [9223372036854737436]
select error on 92107021 : [92107021, 18, 15, 10, 9] , correct: [92107021, 18, 15, 10, 20]
rid returned from rid is [9223372036854737432]
select error on 92107022 : [92107022, 13, 16, 4, 3] , correct: [92107022, 13, 16, 4, 15]
rid returned from rid is [9223372036854737428]
